uuid,file_name,file_path,file_type,evidence_category,category,subject,file_size_bytes,confidence_score,location_path
doc-0325,6075 English Oaks Ln_040722 - Elevation - North.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - North.bak",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,53171,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0326,6075 English Oaks Ln_040722 - Elevation - North.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - North.dwg",DWG,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,55738,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0327,6075 English Oaks Ln_040722 - Elevation - North.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - North.pcp",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,22323,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0328,6075 English Oaks Ln_040722 - Elevation - South.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - South.bak",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,55483,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0329,6075 English Oaks Ln_040722 - Elevation - South.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - South.dwg",DWG,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,59860,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0330,6075 English Oaks Ln_040722 - Elevation - South.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - South.pcp",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,22322,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0331,6075 English Oaks Ln_040722 - Elevation - West.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - West.bak",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,438685,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0332,6075 English Oaks Ln_040722 - Elevation - West.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - West.dwg",DWG,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,454169,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0333,6075 English Oaks Ln_040722 - Elevation - West.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\6075 English Oaks Ln_040722 - Elevation - West.pcp",OTHER,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,22325,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0334,Elevation - ISF01.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\Elevation - ISF01.dwg",DWG,design_file,Design Files (DWG/CAD),Elevation   ISF01,28161,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0335,Elevation - ISF01.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\Elevation - ISF01.pcp",OTHER,design_file,Design Files (DWG/CAD),Elevation   ISF01,22319,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0336,Elevation - ISF02.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\Elevation - ISF02.dwg",DWG,design_file,Design Files (DWG/CAD),Elevation   ISF02,26885,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0337,Elevation - ISF02.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\Elevation - ISF02.pcp",OTHER,design_file,Design Files (DWG/CAD),Elevation   ISF02,22319,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0338,ELEVATIONS.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\ELEVATIONS.bak",OTHER,design_file,Design Files (DWG/CAD),ELEVATIONS,1212141,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0339,ELEVATIONS.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\ELEVATIONS.dwg",DWG,design_file,Design Files (DWG/CAD),ELEVATIONS,1212141,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0340,WC - Elevation - Elevation 23 - a.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\WC - Elevation - Elevation 23 - a.dwg",DWG,design_file,Design Files (DWG/CAD),WC   Elevation   Elevation 23   a,226074,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0341,WC - Elevation - Elevation 23 - a.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\WC - Elevation - Elevation 23 - a.pcp",OTHER,design_file,Design Files (DWG/CAD),WC   Elevation   Elevation 23   a,22318,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0342,WC - Elevation - Elevation 24 - a.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\WC - Elevation - Elevation 24 - a.dwg",DWG,design_file,Design Files (DWG/CAD),WC   Elevation   Elevation 24   a,205743,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0343,WC - Elevation - Elevation 24 - a.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\WC - Elevation - Elevation 24 - a.pcp",OTHER,design_file,Design Files (DWG/CAD),WC   Elevation   Elevation 24   a,22320,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0344,WC - Elevation - Elevation 25 - a.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\WC - Elevation - Elevation 25 - a.dwg",DWG,design_file,Design Files (DWG/CAD),WC   Elevation   Elevation 25   a,23682,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0345,WC - Elevation - Elevation 25 - a.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\WC - Elevation - Elevation 25 - a.pcp",OTHER,design_file,Design Files (DWG/CAD),WC   Elevation   Elevation 25   a,22316,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0346,WC - Elevation - Elevation 26 - a.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\WC - Elevation - Elevation 26 - a.dwg",DWG,design_file,Design Files (DWG/CAD),WC   Elevation   Elevation 26   a,30560,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0347,WC - Elevation - Elevation 26 - a.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\WC - Elevation - Elevation 26 - a.pcp",OTHER,design_file,Design Files (DWG/CAD),WC   Elevation   Elevation 26   a,22315,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022"
doc-0348,4420 7th Ave NW - Sheet - A0-1 - PROJECT DATA.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A0.1\4420 7th Ave NW - Sheet - A0-1 - PROJECT DATA.pcp",OTHER,design_file,Design Files (DWG/CAD),4420 7th Ave NW   Sheet   A0 1   PROJECT DATA,22319,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A0.1"
doc-0349,44207thAveNW-FloodElevationMap-1113329.jpg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A0.1\44207thAveNW-FloodElevationMap-1113329.jpg",IMAGE,design_file,Design Files (DWG/CAD),44207thAveNW FloodElevationMap 1113329,233566,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A0.1"
doc-0350,44207thAveNW-LocationMap-1113273.jpg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A0.1\44207thAveNW-LocationMap-1113273.jpg",IMAGE,design_file,Design Files (DWG/CAD),44207thAveNW LocationMap 1113273,81525,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A0.1"
doc-0351,A0.1.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A0.1\A0.1.bak",OTHER,design_file,Design Files (DWG/CAD),A0.1,148619,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A0.1"
doc-0352,A0.1.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A0.1\A0.1.dwg",DWG,design_file,Design Files (DWG/CAD),A0.1,113028,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A0.1"
doc-0353,0_Foundation Level - Floor Plan.bak,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a1.0\0_Foundation Level - Floor Plan.bak",OTHER,design_file,Design Files (DWG/CAD),0 Foundation Level   Floor Plan,60965,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a1.0"
doc-0354,0_Foundation Level - Floor Plan.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a1.0\0_Foundation Level - Floor Plan.dwg",DWG,design_file,Design Files (DWG/CAD),0 Foundation Level   Floor Plan,71398,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a1.0"
doc-0355,0_Foundation Level - Floor Plan.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a1.0\0_Foundation Level - Floor Plan.pcp",OTHER,design_file,Design Files (DWG/CAD),0 Foundation Level   Floor Plan,22312,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a1.0"
doc-0356,44207thAveNW-FL-arch-ARW-SIGNATURE-1784533.png,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a1.1\44207thAveNW-FL-arch-ARW-SIGNATURE-1784533.png",IMAGE,design_file,Design Files (DWG/CAD),44207thAveNW FL arch ARW SIGNATURE 1784533,75871,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a1.1"
doc-0357,A1-1 - FLOOR PLAN - LEVEL 1.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a1.1\A1-1 - FLOOR PLAN - LEVEL 1.dwg",DWG,design_file,Design Files (DWG/CAD),A1 1   FLOOR PLAN   LEVEL 1,48564,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a1.1"
doc-0358,A1-1 - FLOOR PLAN - LEVEL 1.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a1.1\A1-1 - FLOOR PLAN - LEVEL 1.pcp",OTHER,design_file,Design Files (DWG/CAD),A1 1   FLOOR PLAN   LEVEL 1,22330,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a1.1"
doc-0359,Thumbs.db,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a1.1\Thumbs.db",OTHER,design_file,Design Files (DWG/CAD),Thumbs,31232,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a1.1"
doc-0360,44207thAveNW-FL-arch-ARW-SIGNATURE-1784533.png,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a2.1\44207thAveNW-FL-arch-ARW-SIGNATURE-1784533.png",IMAGE,design_file,Design Files (DWG/CAD),44207thAveNW FL arch ARW SIGNATURE 1784533,75871,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\a2.1"
doc-0361,6075EnglishOaksLn_040722-Autodesk_Logo-299196.png,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A7.0\6075EnglishOaksLn_040722-Autodesk_Logo-299196.png",IMAGE,design_file,Design Files (DWG/CAD),6075 English Oaks Project Document,48530,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A7.0"
doc-0362,- Section 6.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A9.1\- Section 6.dwg",DWG,design_file,Design Files (DWG/CAD),  Section 6,32577,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A9.1"
doc-0363,- Section 6.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A9.1\- Section 6.pcp",OTHER,design_file,Design Files (DWG/CAD),  Section 6,22311,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A9.1"
doc-0364,44207thAveNW-FL-arch-ARW-SIGNATURE-1774939.png,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A9.1\44207thAveNW-FL-arch-ARW-SIGNATURE-1774939.png",IMAGE,design_file,Design Files (DWG/CAD),44207thAveNW FL arch ARW SIGNATURE 1774939,75871,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\A9.1"
doc-0365,- Section 2-Legend - M1-1 MECHANICAL NOTES.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\M1.1\- Section 2-Legend - M1-1 MECHANICAL NOTES.dwg",DWG,design_file,Design Files (DWG/CAD),  Section 2 Legend   M1 1 MECHANICAL NOTES,47050,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\M1.1"
doc-0366,- Section 2.dwg,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\M1.1\- Section 2.dwg",DWG,design_file,Design Files (DWG/CAD),  Section 2,67178,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\M1.1"
doc-0367,- Section 2.pcp,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\M1.1\- Section 2.pcp",OTHER,design_file,Design Files (DWG/CAD),  Section 2,22331,95,"\\adam\DataPool\Projects\2026-001_Kara_Murphy_vs_Danny_Garcia\Caron - Produce to John Ehrig\Gansari\Naples\6075 English Oaks - Naples 2, 2022 Drawing Files\CADS 2022\M1.1"
